titre,ville,code_postal,prix,surface,type_bien,pieces,url
30.gard/nimes. les jardins de la fontaine.magnifique appartement t3 entièrement rénové,Nimes,30000,127 000 €,47 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23965362-vente-30gardnimes-les-jardins-de-la-fontainemagnifique-appartement-t3-entierement-renove-nimes
"Villa atypique proche centre-ville, grande parcelle",Nimes,30900,499 000 €,159 m²/ 3 000 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23845532-vente-villa-atypique-proche-centre-ville-grande-parcelle-nimes
Appartement 1 chambre(s) à vendre,Nimes,30000,60 000 €,37 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23964131-vente-appartement-1-chambres-a-vendre-nimes
"Exclusivité nîmes rez-de-jardin en ville, au calme absolu",Nimes,30000,165 000 €,64 m²/ 191 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23736174-vente-exclusivite-nimes-le-plaisir-d-un-rez-de-jardin-en-ville-au-calme-absolu-nimes
Studio dans un petit immeuble,Nimes,30000,65 000 €,29 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23961477-vente-studio-dans-un-petit-immeuble-nimes
Centre ville - charme - cour commune - faibles charges,Nimes,30000,197 000 €,81 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23964689-vente-centre-ville-charme-cour-commune-faibles-charges-nimes
Tab / prix en direct / libre constructeurs,Nimes,30000,59 900 €,144 m²,>Terrains à vendre,,https://www.etreproprio.com/immobilier-23961786-vente-tab-prix-en-direct-libre-constructeurs-nimes
Studio lmnp special invest,Nimes,30000,119 000 €,48 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23962040-vente-studio-lmnp-special-invest-nimes
Villa contemporaine avec piscine à nîmes - carreau de lanes,Nimes,30000,696 800 €,154 m²/ 800 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23956602-vente-villa-contemporaine-avec-piscine-a-nimes-carreau-de-lanes-nimes
Préfecture / beaux arts - t3 - parking - cave - extérieurs.,Nimes,30000,137 000 €,74 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23156809-vente-prefecture-beaux-arts-t3-parking-cave-exterieurs-nimes
Musée des beaux-arts - grand  appartement p3 avec cave - ascenseur.,Nimes,30000,175 000 €,91 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22192258-vente-musee-des-beaux-arts-grand-appartement-p3-avec-cave-ascenseur-nimes
Appartement t3 70m2 centre ville de nimes,Nimes,30000,234 000 €,70 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23958409-vente-appartement-t3-70m2-centre-ville-de-nimes-nimes
Appartement nimes 6 pièce(s) 116 m2,Nimes,30000,230 000 €,116 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23959627-vente-appartement-nimes-6-pieces-116-m2-nimes
"Programme neuf, 3 pièces de 78,29 m² - les villégiales de montaury",Nimes,30900,448 000 €,78 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23954931-vente-programme-neuf-3-pieces-de-7829-m-les-villegiales-de-montaury-nimes
"À vendre   appartement t2 avec grande terrasse   46 m2   nîmes, 17 boulevard talabot",Nimes,30000,164 000 €,46 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23953395-vente-a-vendre-appartement-t2-avec-grande-terrasse-46-m2-nimes-17-boulevard-talabot-nimes
Appartement nimes 6 pièce(s) 121.41m2 (dont 150 m² utile ) terrasse / 2 parkings et cave,Nimes,30000,338 000 €,121 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23951866-vente-appartement-nimes-6-pieces-12141m2-dont-150-m-utile-terrasse-2-parkings-et-cave-nimes
T3 rénové dans un magnifique immeuble en les arènes et la maision carrée,Nimes,30000,165 000 €,54 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23957523-vente-t3-renove-dans-un-magnifique-immeuble-en-les-arenes-et-la-maision-carree-nimes
Appartement meublé 45m2 avec mezzanine,Nimes,30000,99 950 €,45 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23953393-vente-appartement-meuble-45m2-avec-mezzanine-nimes
Appartement nimes 4 pièce(s) 84.17 m2,Nimes,30000,109 000 €,84 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23955756-vente-appartement-nimes-4-pieces-8417-m2-nimes
Appartement nimes 4 pièce(s) - 126.33 m2 hab - terrasse,Nimes,30900,748 000 €,126 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23954929-vente-appartement-nimes-4-pieces-12633-m2-hab-terrasse-nimes
À vendre – charmant 2 pièces avec terrasse et garage – résidence calme et sécurisée,Nimes,30000,120 000 €,41 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23957522-vente-a-vendre-charmant-2-pieces-avec-terrasse-et-garage-residence-calme-et-securisee-nimes
Appartement 3 pièces récent de 63 m² avec parking et garage à nîmes secteur castanet,Nimes,30900,239 000 €,63 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23957467-vente-appartement-3-pieces-recent-de-63-m-avec-parking-et-garage-a-nimes-secteur-castanet-nimes
Maison 211m² à nimes,Nimes,30000,735 000 €,211 m²/ 230 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23955702-vente-maison-211m-a-nimes-nimes
T3 avec jardin - residence recente,Nimes,30000,165 000 €,65 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23957524-vente-t3-avec-jardin-residence-recente-nimes
"À vendre, au cœur du charmant village de meynes :",Nimes,30000,245 000 €,105 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23953657-vente-a-vendre-au-coeur-du-charmant-village-de-meynes-nimes
Appartement,Nimes,30900,267 500 €,70 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23957542-vente-appartement-nimes
A vendre - joli appartement t3/4 avec balcon et loggia  - proche caremeau,Nimes,30000,109 000 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23957389-vente-a-vendre-joli-appartement-t34-avec-balcon-et-loggia-proche-caremeau-nimes
Appartement 1 chambre(s) à vendre,Nimes,30000,130 000 €,53 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23959635-vente-appartement-1-chambres-a-vendre-nimes
Grand p3 loué centre ville,Nimes,30000,115 000 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23953394-vente-grand-p3-loue-centre-ville-nimes
Appartement 2 chambre(s) à vendre,Nimes,30000,168 000 €,72 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23959634-vente-appartement-2-chambres-a-vendre-nimes
"Nîmes, a vendre, quartier  7 collines et planas, appartement loué type 3, avec terrasse couverte et parking en",Nimes,30000,165 000 €,69 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22608089-vente-nimes-a-vendre-quartier-7-collines-et-planas-appartement-loue-type-3-avec-terrasse-couverte-et-parking-en-nimes
Nimes ecuson mairie appartement t4 garage cave,Nimes,30000,369 000 €,135 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-22859933-vente-nimes-ecuson-mairie-appartement-t4-garage-cave-nimes
Maison 132m² à nimes,Nimes,30000,370 000 €,132 m²/ 1 322 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23957543-vente-maison-132m-a-nimes-nimes
Maison 335m² à nimes,Nimes,30000,1 950 000 €,335 m²/ 100 m²,>Maisons à vendre,10 pièces,https://www.etreproprio.com/immobilier-23957701-vente-maison-335m-a-nimes-nimes
Maison individuelle type mazet trois chambres campagne calme,Nimes,30000,248 000 €,90 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23954818-vente-maison-individuelle-type-mazet-trois-chambres-campagne-calme-nimes
Exclusivité – nîmes centre historique,Nimes,30000,89 000 €,32 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23957525-vente-exclusivite-nimes-centre-historique-nimes
A vendre maison de ville nimes montaury,Nimes,30900,250 000 €,67 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23952002-vente-a-vendre-maison-de-ville-nimes-montaury-nimes
Vente villa contemporaine de 160m2 sur 3000m2 de parcelle,Nimes,30900,829 000 €,159 m²/ 30 000 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23957302-vente-vente-villa-contemporaine-de-160m2-sur-3000m2-de-parcelle-nimes
Appartement t2 dans une résidence récente avec parking,Nimes,30000,150 000 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23834504-vente-appartement-t2-dans-une-residence-recente-avec-parking-nimes
Appartement à vendre 4 pièces  (30),Nimes,30000,129 000 €,79 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23958116-vente-appartement-a-vendre-4-pieces-30-nimes
Nimes maison carree 3 pieces 63m2 vue panoramique   toit-terrasse   carré d’art / tour magne.,Nimes,30000,230 000 €,63 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23952505-vente-nimes-maison-carree-3-pieces-63m2-vue-panoramique-toit-terrasse-carre-d-art-tour-magne-nimes
Appartement de charme en plein coeur de l'ecusson nîmois,Nimes,30000,369 000 €,135 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23954930-vente-appartement-de-charme-en-plein-coeur-de-l-ecusson-nimois-nimes
Appartement t5   142 m2   r+1,Nimes,30000,336 000 €,142 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23946912-vente-appartement-t5-142-m2-r1-nimes
Appartement 3 chambre(s) à vendre,Nimes,30000,336 000 €,141 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23959633-vente-appartement-3-chambres-a-vendre-nimes
"À vendre   local ou appartement à rénover   centre-ville de nîmes, 17 boulevard talabot",Nimes,30000,103 000 €,99 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946909-vente-a-vendre-local-ou-appartement-a-renover-centre-ville-de-nimes-17-boulevard-talabot-nimes
T4 ascenseur terrasse garage dernier étage,Nimes,30900,280 000 €,93 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23946917-vente-t4-ascenseur-terrasse-garage-dernier-etage-nimes
Studio avec balcon   résidence les hespérides de nîmes,Nimes,30000,49 000 €,37 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23946930-vente-studio-avec-balcon-residence-les-hesperides-de-nimes-nimes
Appartement - ecusson - rue doree,Nimes,30000,145 000 €,34 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23946906-vente-appartement-ecusson-rue-doree-nimes
Le calme en centre-ville : appartement à rénover rue richelieu,Nimes,30000,86 400 €,33 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23946928-vente-le-calme-en-centre-ville-appartement-a-renover-rue-richelieu-nimes
"Maison de ville t4 avec garage et rooftop   proche rue emile jamais, nîmes",Nimes,30900,389 000 €,97 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23946915-vente-maison-de-ville-t4-avec-garage-et-rooftop-proche-rue-emile-jamais-nimes-nimes
Appartement 4 pièces  palais des congrés,Nimes,30000,135 000 €,77 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23946914-vente-appartement-4-pieces-palais-des-congres-nimes
"Appartement de charme au calme, au cœur de nîmes   rue richelieu",Nimes,30000,66 400 €,34 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946929-vente-appartement-de-charme-au-calme-au-coeur-de-nimes-rue-richelieu-nimes
Appartement de standing - p5 - parc - piscine nimes tour magne,Nimes,30000,460 000 €,124 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23822784-vente-appartement-de-standing-p5-parc-piscine-nimes-tour-magne-nimes
À vendre   appartement de caractère au cœur du centre historique de nîmes,Nimes,30000,178 000 €,73 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946908-vente-a-vendre-appartement-de-caractere-au-coeur-du-centre-historique-de-nimes-nimes
P3 résidence standing recherchée piscine,Nimes,30900,378 000 €,77 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946918-vente-p3-residence-standing-recherchee-piscine-nimes
Maison - quai de la fontaine,Nimes,30900,529 000 €,108 m²/ 800 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23946904-vente-maison-quai-de-la-fontaine-nimes
Villa neuve 6 pièces • 182 m2 • terrain 1 621 m2,Nimes,30900,977 000 €,182 m²/ 1 621 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23946925-vente-villa-neuve-6-pieces-182-m2-terrain-1-621-m2-nimes
Villa neuve 5 pièces • 137 m2 • terrain 800 m2,Nimes,30900,780 000 €,137 m²/ 800 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23946923-vente-villa-neuve-5-pieces-137-m2-terrain-800-m2-nimes
Appartement - t2 - nimes,Nimes,30000,64 000 €,34 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23946903-vente-appartement-t2-nimes-nimes
"Grenier   114,95 m2   place de l’horloge, nîmes",Nimes,30000,55 000 €,57 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23946701-vente-grenier-11495-m2-place-de-l-horloge-nimes-nimes
Maison 2 chambre(s) à vendre,Nimes,30000,232 000 €,64 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23947600-vente-maison-2-chambres-a-vendre-nimes
Maison 6p nîmes possac,Nimes,30000,259 900 €,175 m²/ 306 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23946926-vente-maison-6p-nimes-possac-nimes
Terrain - route d'arles - 302m2,Nimes,30000,119 000 €,302 m²,>Terrains à vendre,,https://www.etreproprio.com/immobilier-23946905-vente-terrain-route-d-arles-302m2-nimes
Grand t3 avec extérieur et cave,Nimes,30000,110 000 €,68 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946927-vente-grand-t3-avec-exterieur-et-cave-nimes
Élégante villa familiale avec piscine dans résidence sécurisée,Nimes,30000,825 000 €,199 m²/ 3 071 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-23946919-vente-elegante-villa-familiale-avec-piscine-dans-residence-securisee-nimes
Villa neuve 6 pièces • 171 m2 • terrain 1 173 m2,Nimes,30900,925 000 €,171 m²/ 1 173 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23946924-vente-villa-neuve-6-pieces-171-m2-terrain-1-173-m2-nimes
"À vendre   appartement t3 avec terrasse   75 m2   nîmes, 17 boulevard talabot",Nimes,30000,195 000 €,75 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946910-vente-a-vendre-appartement-t3-avec-terrasse-75-m2-nimes-17-boulevard-talabot-nimes
"Appartement t2/t3   53,5 m2   r+3",Nimes,30000,130 000 €,54 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23946913-vente-appartement-t2t3-535-m2-r3-nimes
Autres fonds de commerce  à vendre,Nimes,30000,35 000 €,55 m²,>Commerces à vendre,2 pièces,https://www.etreproprio.com/immobilier-23947601-vente-autres-fonds-de-commerce-a-vendre-nimes
Appartement 52m² à nimes,Nimes,30900,117 656 €,52 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23942444-vente-appartement-52m-a-nimes-nimes
Appartement f4 bis à rénover 81m2 avec cave et garage,Clermont-Ferrand,63000,108 000 €,81 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23978230-vente-appartement-f4-bis-a-renover-81m2-avec-cave-et-garage-clermont-ferrand
Appartement clermont ferrand 8 pièces 305 m2,Clermont-Ferrand,63000,690 000 €,305 m²,>Appartements à vendre,8 pièces,https://www.etreproprio.com/immobilier-23966156-vente-appartement-clermont-ferrand-8-pieces-305-m2-clermont-ferrand
Appartement 61m² à clermont-ferrand,Clermont-Ferrand,63100,254 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23972677-vente-appartement-61m-a-clermont-ferrand-clermont-ferrand
"Appartement 3 pièces 61 m2 avec balcon, garage, parking et cave",Clermont-Ferrand,63000,179 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23967492-vente-appartement-3-pieces-61-m2-avec-balcon-garage-parking-et-cave-clermont-ferrand
Appartement 42m² à clermont-ferrand,Clermont-Ferrand,63100,176 400 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23972686-vente-appartement-42m-a-clermont-ferrand-clermont-ferrand
Appartement 53m² à clermont-ferrand,Clermont-Ferrand,63000,325 589 €,53 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23649113-vente-appartement-53m-a-clermont-ferrand-clermont-ferrand
"Lot de 2 appartements f1 loué, f2 vide à clermont ferrand",Clermont-Ferrand,63000,149 700 €,60 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23968762-vente-lot-de-2-appartements-f1-loue-f2-vide-a-clermont-ferrand-clermont-ferrand
Appartement 64m² à clermont-ferrand,Clermont-Ferrand,63100,239 000 €,64 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23592103-vente-appartement-64m-a-clermont-ferrand-clermont-ferrand
Appartement 39m² à clermont-ferrand,Clermont-Ferrand,63100,125 000 €,39 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23971018-vente-appartement-39m-a-clermont-ferrand-clermont-ferrand
Clermont-ferrand / maison de ville des années 50 à vendre avec 2 chambres et terrasse !,Clermont-Ferrand,63000,195 000 €,69 m²/ 139 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23177022-vente-clermont-ferrand-maison-de-ville-des-annees-50-a-vendre-avec-2-chambres-et-terrasse-clermont-ferrand
Appartement 76m² à clermont-ferrand,Clermont-Ferrand,63100,310 900 €,76 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23972688-vente-appartement-76m-a-clermont-ferrand-clermont-ferrand
Appartement 102m² à clermont-ferrand,Clermont-Ferrand,63100,391 900 €,102 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23972687-vente-appartement-102m-a-clermont-ferrand-clermont-ferrand
Appartement 43m² à clermont-ferrand,Clermont-Ferrand,63000,210 977 €,43 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23974507-vente-appartement-43m-a-clermont-ferrand-clermont-ferrand
À vendre – superbe t3 traversant de 61 m² – dernier étage avec balcon & parking – clermont-ferrand c,Clermont-Ferrand,63100,174 900 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23978397-vente-a-vendre-superbe-t3-traversant-de-61-m-dernier-etage-avec-balcon-parking-clermont-ferrand-c-clermont-ferrand
Appartement clermont ferrand 7 pièces 179 m2,Clermont-Ferrand,63000,629 000 €,179 m²,>Appartements à vendre,7 pièces,https://www.etreproprio.com/immobilier-23966113-vente-appartement-clermont-ferrand-7-pieces-179-m2-clermont-ferrand
Appartement 65m² à clermont-ferrand,Clermont-Ferrand,63100,281 000 €,65 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23972676-vente-appartement-65m-a-clermont-ferrand-clermont-ferrand
Appartement 76m² à clermont-ferrand,Clermont-Ferrand,63100,267 000 €,76 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23972675-vente-appartement-76m-a-clermont-ferrand-clermont-ferrand
Appartement 56m² à clermont-ferrand,Clermont-Ferrand,63100,221 900 €,56 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23972706-vente-appartement-56m-a-clermont-ferrand-clermont-ferrand
"Ensemble de 2 appartements f1 loué +f2 vide avec balcon, cave, garage",Clermont-Ferrand,63000,149 700 €,60 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23968761-vente-ensemble-de-2-appartements-f1-loue-f2-vide-avec-balcon-cave-garage-clermont-ferrand
Appartement 37m² à clermont-ferrand,Clermont-Ferrand,63000,105 000 €,37 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23910616-vente-appartement-37m-a-clermont-ferrand-clermont-ferrand
Appartement 69m² à clermont-ferrand,Clermont-Ferrand,63100,119 000 €,69 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23545571-vente-appartement-69m-a-clermont-ferrand-clermont-ferrand
Appartement 121m² à clermont-ferrand,Clermont-Ferrand,63100,469 000 €,121 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23972527-vente-appartement-121m-a-clermont-ferrand-clermont-ferrand
"Clermont, grande maison familiale avec dépendances",Clermont-Ferrand,63000,490 000 €,166 m²/ 1 065 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23976082-vente-clermont-grande-maison-familiale-avec-dependances-clermont-ferrand
Appartement clermont ferrand 7 pièces 179 m2,Clermont-Ferrand,63000,599 000 €,179 m²,>Appartements à vendre,7 pièces,https://www.etreproprio.com/immobilier-23966114-vente-appartement-clermont-ferrand-7-pieces-179-m2-clermont-ferrand
Appartement 46m² à clermont-ferrand,Clermont-Ferrand,63000,229 000 €,46 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23972539-vente-appartement-46m-a-clermont-ferrand-clermont-ferrand
Appartement 124m² à clermont-ferrand,Clermont-Ferrand,63100,602 000 €,124 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23972520-vente-appartement-124m-a-clermont-ferrand-clermont-ferrand
Appartement 54m² à clermont-ferrand,Clermont-Ferrand,63000,340 115 €,54 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23649116-vente-appartement-54m-a-clermont-ferrand-clermont-ferrand
Maison 155m² à clermont-ferrand,Clermont-Ferrand,63100,576 000 €,155 m²/ 548 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23977888-vente-maison-155m-a-clermont-ferrand-clermont-ferrand
Appartement 81m² à clermont-ferrand,Clermont-Ferrand,63000,204 000 €,81 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23974047-vente-appartement-81m-a-clermont-ferrand-clermont-ferrand
Appartement 68m² à clermont-ferrand,Clermont-Ferrand,63100,128 500 €,68 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23972255-vente-appartement-68m-a-clermont-ferrand-clermont-ferrand
"Appartement clermont ferrand centre ville 2 pièce(s) 43 m2 avec balcon, cave",Clermont-Ferrand,63000,132 500 €,43 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23969090-vente-appartement-clermont-ferrand-centre-ville-2-pieces-43-m2-avec-balcon-cave-clermont-ferrand
Appartement 52m² à clermont-ferrand,Clermont-Ferrand,63100,204 500 €,52 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23972523-vente-appartement-52m-a-clermont-ferrand-clermont-ferrand
Appartement 135m² à clermont-ferrand,Clermont-Ferrand,63000,460 000 €,135 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23962274-vente-appartement-135m-a-clermont-ferrand-clermont-ferrand
Appartement 74m² à clermont-ferrand,Clermont-Ferrand,63000,159 900 €,75 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23962273-vente-appartement-74m-a-clermont-ferrand-clermont-ferrand
Appartement 83m² à clermont-ferrand,Clermont-Ferrand,63000,170 000 €,84 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23962272-vente-appartement-83m-a-clermont-ferrand-clermont-ferrand
Appartement 45m² à clermont-ferrand,Clermont-Ferrand,63100,107 000 €,45 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23958488-vente-appartement-45m-a-clermont-ferrand-clermont-ferrand
Maison quartier salins / marcombes,Clermont-Ferrand,63000,213 000 €,55 m²/ 150 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23955465-vente-maison-quartier-salins-marcombes-clermont-ferrand
Appartement t3 avec garage,Clermont-Ferrand,63000,125 500 €,56 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23955466-vente-appartement-t3-avec-garage-clermont-ferrand
Appartement 280m² à clermont-ferrand,Clermont-Ferrand,63000,420 000 €,280 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23956151-vente-appartement-280m-a-clermont-ferrand-clermont-ferrand
Appartement 48m² à clermont-ferrand,Clermont-Ferrand,63000,215 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23959127-vente-appartement-48m-a-clermont-ferrand-clermont-ferrand
Appartement 40m² à clermont-ferrand,Clermont-Ferrand,63000,165 900 €,41 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23950678-vente-appartement-40m-a-clermont-ferrand-clermont-ferrand
Appartement 42m² à clermont-ferrand,Clermont-Ferrand,63000,103 000 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23956149-vente-appartement-42m-a-clermont-ferrand-clermont-ferrand
Appartement 72m² à clermont-ferrand,Clermont-Ferrand,63100,144 000 €,73 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23960454-vente-appartement-72m-a-clermont-ferrand-clermont-ferrand
Appartement 96m² à clermont-ferrand,Clermont-Ferrand,63000,250 800 €,96 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23230176-vente-appartement-96m-a-clermont-ferrand-clermont-ferrand
Clermont-ferrand / appartement t2 à vendre rue de châteaudun !,Clermont-Ferrand,63000,70 000 €,45 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-22740927-vente-clermont-ferrand-appartement-t2-a-vendre-rue-de-chateaudun-clermont-ferrand
Clermont-ferrand: type 3 de 60m² avec terrasse de 48m²,Clermont-Ferrand,63000,149 000 €,60 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23955183-vente-clermont-ferrand-type-3-de-60m-avec-terrasse-de-48m-clermont-ferrand
Appartement 42m² à clermont-ferrand,Clermont-Ferrand,63000,177 900 €,42 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23950702-vente-appartement-42m-a-clermont-ferrand-clermont-ferrand
Appartement t6 de 137m2 carré d'or,Clermont-Ferrand,63000,365 000 €,137 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23958312-vente-appartement-t6-de-137m2-carre-d-or-clermont-ferrand
Maison à vendre à fort potentiel - clermont-ferrand,Clermont-Ferrand,63100,140 000 €,67 m²/ 376 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23955062-vente-maison-a-vendre-a-fort-potentiel-clermont-ferrand-clermont-ferrand
Appartement 30m² à clermont-ferrand,Clermont-Ferrand,63000,76 860 €,31 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23948420-vente-appartement-30m-a-clermont-ferrand-clermont-ferrand
Vente bureau-local clermont-ferrand(63000) 184 100ï¿œ,Clermont-Ferrand,63000,184 100 €,,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23947916-vente-vente-bureau-local-clermont-ferrand63000-184-100i-oe-clermont-ferrand
